timestamp,accel_x,accel_y,accel_z
2024-08-20 11:35:04,1.575028,0.001171,-0.667469
2024-08-20 11:35:04,0.414898,0.093375,0.93908
2024-08-20 11:35:04,-1.593303,0.545312,-0.301177
2024-08-20 11:35:04,0.007091,-1.30025,1.710493
2024-08-20 11:35:05,1.087294,-1.650317,-0.493324
2024-08-20 11:35:05,-1.57452,0.917651,0.402417
2024-08-20 11:35:05,1.702328,-1.122405,-0.684046
2024-08-20 11:35:05,-1.602096,1.195694,-0.849855
2024-08-20 11:35:05,-0.232418,-1.220247,1.697744
2024-08-20 11:35:05,-0.990388,-0.078564,0.450873
2024-08-20 11:35:05,-0.687155,-0.137745,-0.826154
2024-08-20 11:35:05,-0.381951,0.081319,0.789527
2024-08-20 11:35:05,-1.79369,0.033329,0.230948
2024-08-20 11:35:05,-0.148131,-0.704572,-0.143984
2024-08-20 11:35:06,-1.705273,0.921933,-0.877103
2024-08-20 11:35:06,-0.474048,-1.370641,0.762086
2024-08-20 11:35:06,1.095989,-0.47523,-0.144383
2024-08-20 11:35:06,-0.032575,-0.103651,0.966986
2024-08-20 11:35:06,-1.651495,-0.618562,0.396248
2024-08-20 11:35:06,-1.060309,0.491671,-0.472933
2024-08-20 11:35:06,0.542413,-0.645333,-0.004378
2024-08-20 11:35:06,1.448457,-0.778713,0.140444
2024-08-20 11:35:06,-0.584761,-1.292886,0.36927
2024-08-20 11:35:07,0.916457,-1.792823,-0.243322
2024-08-20 11:35:07,-0.324173,0.753136,1.94241
2024-08-20 11:35:07,0.190151,1.991471,0.346569
2024-08-20 11:35:07,-0.866778,1.135146,-0.775176
2024-08-20 11:35:07,-0.964389,-0.165307,-1.416444
2024-08-20 11:35:07,1.936677,0.578665,1.027696
2024-08-20 11:35:07,0.178709,-0.85662,-0.453023
2024-08-20 11:35:07,-1.435609,-1.401664,1.486638
2024-08-20 11:35:07,-1.693615,-0.88587,1.621435
2024-08-20 11:35:07,-1.365215,0.061057,1.473551
2024-08-20 11:35:08,-1.361382,-1.776478,0.191294
2024-08-20 11:35:08,-0.278701,-0.140057,-1.109064
2024-08-20 11:35:08,-0.528531,-0.434907,1.173174
2024-08-20 11:35:08,0.496137,1.447675,-0.786969
2024-08-20 11:35:08,-0.834696,0.149642,-0.87639
2024-08-20 11:35:08,1.928229,-1.983095,1.204194
2024-08-20 11:35:08,-0.588336,-1.867592,-1.088697
2024-08-20 11:35:08,-1.363144,1.713714,-1.209071
2024-08-20 11:35:08,0.449158,-0.682922,0.576489
2024-08-20 11:35:08,-1.493112,-1.146814,-1.9599
2024-08-20 11:35:09,0.669075,1.169671,-1.583878
2024-08-20 11:35:09,-0.997776,-1.177248,1.189822
2024-08-20 11:35:09,0.189251,1.737986,0.550126
2024-08-20 11:35:09,0.117366,-0.068411,-0.520651
2024-08-20 11:35:09,1.421387,-0.561319,1.74976
2024-08-20 11:35:09,0.387507,1.099866,0.269938
2024-08-20 11:35:09,0.912206,1.00661,1.498572
2024-08-20 11:35:09,-1.399025,-1.75759,0.923397
2024-08-20 11:35:09,-0.016104,-0.279642,1.217533
2024-08-20 11:35:10,1.675575,1.229289,1.746727
2024-08-20 11:35:10,-0.688718,1.043793,1.545405
2024-08-20 11:35:10,-0.931411,-0.504646,-1.893388
2024-08-20 11:35:10,-0.236665,1.132665,-1.092077
2024-08-20 11:35:10,-1.033031,0.578951,0.13933
2024-08-20 11:35:10,-0.064789,-1.021553,-0.475981
2024-08-20 11:35:10,-1.564884,-1.789059,1.191258
2024-08-20 11:35:10,-1.034512,1.590886,-0.387076
2024-08-20 11:35:10,-0.793188,-0.077492,1.232056
2024-08-20 11:35:10,-1.219349,-0.18505,1.973916
2024-08-20 11:35:11,-0.299657,0.821572,1.395171
2024-08-20 11:35:11,-1.950233,-1.664554,-0.754926
2024-08-20 11:35:11,0.740107,0.748075,-0.26478
2024-08-20 11:35:11,1.588253,-1.996149,-0.209211
2024-08-20 11:35:11,-0.146585,-0.626027,-1.569476
2024-08-20 11:35:11,0.73147,-0.456526,1.358014
2024-08-20 11:35:11,1.827942,0.952289,-0.892563
2024-08-20 11:35:11,-1.450877,-1.008094,-0.660406
2024-08-20 11:35:11,1.505212,-1.130936,1.293287
2024-08-20 11:35:12,-1.090248,-1.24717,-1.171157
2024-08-20 11:35:12,1.169864,1.144579,-1.69414
2024-08-20 11:35:12,1.113948,1.69857,1.638016
2024-08-20 11:35:12,-0.665039,-0.398352,-0.1348
2024-08-20 11:35:12,1.01627,-0.446739,1.915414
2024-08-20 11:35:12,-0.966044,-0.440995,-0.528102
2024-08-20 11:35:12,1.493002,-1.315279,0.496314
2024-08-20 11:35:12,1.411075,-0.4991,1.934689
2024-08-20 11:35:12,-1.730162,-0.996038,-0.731369
2024-08-20 11:35:12,-0.754517,1.681654,-0.180942
2024-08-20 11:35:13,-0.996839,-0.85992,-0.393469
2024-08-20 11:35:13,-1.994604,-1.168321,0.53125
2024-08-20 11:35:13,1.46472,-1.629948,0.537715
2024-08-20 11:35:13,-0.7402,-0.83715,1.177789
2024-08-20 11:35:13,-0.855713,-1.015101,-0.604702
2024-08-20 11:35:13,-0.868934,0.655828,-1.287618
2024-08-20 11:35:13,1.130076,1.214713,-1.707015
2024-08-20 11:35:13,0.02351,0.838577,0.209439
2024-08-20 11:35:13,-1.066438,0.949553,-1.864538
2024-08-20 11:35:13,-0.940641,0.023419,-1.885966
2024-08-20 11:35:14,0.883691,0.172695,-0.33788
2024-08-20 11:35:14,1.696876,-1.015147,-1.577184
2024-08-20 11:35:14,-0.902405,0.77823,-0.385607
2024-08-20 11:35:14,1.727227,-1.117848,-1.936977
2024-08-20 11:35:14,1.557978,-0.156976,-0.962485
2024-08-20 11:35:14,1.709355,0.092382,-1.950915
2024-08-20 11:35:14,-0.541527,-1.245114,0.188695
2024-08-20 11:35:14,1.034582,0.131563,-1.274142
2024-08-20 11:35:14,0.978559,-1.684866,1.327726
2024-08-20 11:35:15,0.385576,-0.576488,0.177753
2024-08-20 11:35:15,-1.802788,-0.502208,1.915342
2024-08-20 11:35:15,1.131868,0.85487,-1.405621
2024-08-20 11:35:15,0.155283,1.32273,1.265961
2024-08-20 11:35:15,0.547211,0.990904,-0.743708
2024-08-20 11:35:15,1.724159,-0.853716,0.77702
2024-08-20 11:35:15,1.96134,1.412006,1.830205
2024-08-20 11:35:15,0.19009,0.034519,-0.225845
2024-08-20 11:35:15,-0.726104,0.940387,-1.324558
2024-08-20 11:35:15,-1.644247,1.151186,-1.634832
2024-08-20 11:35:16,-1.914143,-0.665246,1.223165
2024-08-20 11:35:16,1.486678,-0.909623,-0.163242
2024-08-20 11:35:16,-1.928216,0.591794,-1.358862
2024-08-20 11:35:16,1.598949,1.076787,-0.439578
2024-08-20 11:35:16,-1.914011,0.204606,0.706749
2024-08-20 11:35:16,0.624212,-0.495818,-0.235073
2024-08-20 11:35:16,0.564776,-0.031074,0.992467
2024-08-20 11:35:16,-0.099433,-0.058401,0.263614
2024-08-20 11:35:16,-0.510854,-0.265742,-1.780579
2024-08-20 11:35:17,-1.126183,0.511438,1.979866
2024-08-20 11:35:17,0.620083,-1.482878,0.792971
2024-08-20 11:35:17,0.40393,0.210747,-0.62647
2024-08-20 11:35:17,-0.840225,1.637223,-0.2372
2024-08-20 11:35:17,1.94327,-0.357335,1.241989
2024-08-20 11:35:17,0.635789,0.394549,-1.195987
2024-08-20 11:35:17,-1.192335,-0.301034,0.164617
2024-08-20 11:35:17,1.154287,1.533746,-0.728843
2024-08-20 11:35:17,-0.062839,-0.364565,1.070133
2024-08-20 11:35:17,0.203447,0.895025,-0.192193
2024-08-20 11:35:18,-0.752219,-1.558676,-1.310423
2024-08-20 11:35:18,1.706593,0.347972,-0.269217
2024-08-20 11:35:18,1.238071,-1.864879,0.273095
2024-08-20 11:35:18,-0.196127,-0.088476,0.962325
2024-08-20 11:35:18,-0.413976,-1.255458,-1.034082
2024-08-20 11:35:18,1.602087,0.495067,-1.138763
2024-08-20 11:35:18,1.910077,0.395023,0.634337
2024-08-20 11:35:18,-1.56479,-0.303687,1.880765
2024-08-20 11:35:18,-1.33034,0.340404,0.155443
2024-08-20 11:35:18,-0.81614,0.7674,0.296694
2024-08-20 11:35:19,1.095572,0.21081,0.407238
2024-08-20 11:35:19,0.579115,0.443178,0.433449
2024-08-20 11:35:19,0.403181,-0.062177,-1.36826
2024-08-20 11:35:19,0.210089,0.316574,0.420936
2024-08-20 11:35:19,0.281186,-0.678365,1.076609
2024-08-20 11:35:19,-0.389234,-0.683272,-1.378124
2024-08-20 11:35:19,1.78512,-1.686283,0.581401
2024-08-20 11:35:19,-0.393284,-0.810452,0.716199
2024-08-20 11:35:19,1.415573,-1.752502,-0.470394
2024-08-20 11:35:20,-0.848459,0.034766,-0.287425
2024-08-20 11:35:20,-0.737139,1.953396,1.148243
2024-08-20 11:35:20,-1.500415,0.217369,0.517278
2024-08-20 11:35:20,1.368198,0.803772,0.612805
2024-08-20 11:35:20,1.512617,1.382398,1.983235
2024-08-20 11:35:20,0.451647,0.928865,-1.294252
2024-08-20 11:35:20,0.310582,0.040729,-1.427118
2024-08-20 11:35:20,-1.177966,-0.788699,1.864494
2024-08-20 11:35:20,1.914786,1.619921,-0.553047
2024-08-20 11:35:20,-0.109031,1.195825,-0.712974
2024-08-20 11:35:21,1.181368,-0.258185,-0.117674
2024-08-20 11:35:21,-0.04464,1.214581,-0.171924
2024-08-20 11:35:21,1.237553,1.288166,1.447721
2024-08-20 11:35:21,0.349143,0.821554,0.317246
2024-08-20 11:35:21,-0.914401,1.156448,-0.592422
2024-08-20 11:35:21,1.51805,-0.056578,0.315642
2024-08-20 11:35:21,0.929306,1.190719,-0.429918
2024-08-20 11:35:21,0.394741,1.456284,1.421453
2024-08-20 11:35:21,-0.810854,1.968152,-0.37601
2024-08-20 11:35:22,1.038546,0.457762,-0.192631
2024-08-20 11:35:22,-1.758265,0.596869,-1.637274
2024-08-20 11:35:22,-1.689196,-0.43265,1.059613
2024-08-20 11:35:22,1.035988,1.828474,0.795424
2024-08-20 11:35:22,0.124655,-0.529985,-0.479164
2024-08-20 11:35:22,-1.124668,-0.60335,0.968275
2024-08-20 11:35:22,-1.749556,1.831821,-1.984104
2024-08-20 11:35:22,-0.236802,1.611082,-1.409299
2024-08-20 11:35:22,-1.452364,-1.660906,1.610014
2024-08-20 11:35:22,-0.258653,-0.585505,0.483117
2024-08-20 11:35:23,-0.921046,0.80257,-1.594747
2024-08-20 11:35:23,-0.600101,-1.173747,-1.503346
2024-08-20 11:35:23,0.58621,-1.351594,1.608255
2024-08-20 11:35:23,-0.545551,1.444928,-0.163419
2024-08-20 11:35:23,-0.493406,-1.535604,-1.267426
2024-08-20 11:35:23,0.981081,0.407833,1.592425
2024-08-20 11:35:23,0.725335,0.783259,1.49825
2024-08-20 11:35:23,-1.142875,-0.310497,-1.419696
2024-08-20 11:35:23,-1.755976,-1.561849,-0.658282
2024-08-20 11:35:23,1.417247,-0.605528,1.465234
2024-08-20 11:35:24,0.156683,1.079713,0.775421
2024-08-20 11:35:24,1.4752,1.130887,-0.442975
2024-08-20 11:35:24,-0.199266,0.144279,-0.583542
2024-08-20 11:35:24,0.055663,-0.486982,-0.290368
2024-08-20 11:35:24,0.941018,-1.94787,0.651023
2024-08-20 11:35:24,-1.720079,-0.692097,-0.621546
2024-08-20 11:35:24,1.665837,-0.926922,-0.389172
2024-08-20 11:35:24,-0.234247,0.360925,0.528621
2024-08-20 11:35:24,0.179052,0.341959,1.0714
2024-08-20 11:35:25,0.368876,-0.798227,-0.868225
2024-08-20 11:35:25,1.127924,1.940258,-1.007628
2024-08-20 11:35:25,-0.474125,0.927616,0.829964
2024-08-20 11:35:25,-1.208825,1.739213,-1.11838
2024-08-20 11:35:25,-1.240333,-1.61932,-1.794799
2024-08-20 11:35:25,-1.935449,1.405414,1.978872
2024-08-20 11:35:25,0.88661,-1.288556,-1.121853
2024-08-20 11:35:25,-0.440984,-1.704788,1.094752
2024-08-20 11:35:25,-1.766359,0.024598,-1.201615
2024-08-20 11:35:25,1.448726,1.872977,1.179403
2024-08-20 11:35:26,-1.012526,0.175323,-0.539707
2024-08-20 11:35:26,0.008558,0.757488,-1.022144
2024-08-20 11:35:26,-0.404223,1.212351,1.008464
2024-08-20 11:35:26,0.235157,1.01691,0.478398
2024-08-20 11:35:26,-1.70443,-1.65613,1.057322
2024-08-20 11:35:26,-1.223738,1.390937,-1.181522
2024-08-20 11:35:26,-0.456468,-0.778991,0.059098
2024-08-20 11:35:26,1.120626,-1.512213,1.504246
2024-08-20 11:35:26,-0.760343,-0.618646,1.881352
2024-08-20 11:35:27,-1.999404,-1.7506,-0.224007
2024-08-20 11:35:27,-1.178336,-0.606753,-1.452021
2024-08-20 11:35:27,-0.525865,1.182025,0.150312
2024-08-20 11:35:27,-1.484917,-1.876426,0.616209
2024-08-20 11:35:27,-1.349189,-1.90453,1.16894
2024-08-20 11:35:27,-0.978024,1.281531,1.478347
2024-08-20 11:35:27,1.70543,1.241807,-1.156306
2024-08-20 11:35:27,0.659262,0.197237,-0.193519
2024-08-20 11:35:27,1.056411,-1.7693,0.346565
2024-08-20 11:35:27,0.338023,-0.445754,0.334464
2024-08-20 11:35:28,-0.179145,0.162478,1.522194
2024-08-20 11:35:28,-0.811943,-0.556326,-0.92909
2024-08-20 11:35:28,0.709624,0.939388,-0.684268
2024-08-20 11:35:28,1.613589,-0.305393,1.368636
2024-08-20 11:35:28,0.300975,1.71889,1.56304
2024-08-20 11:35:28,1.01627,-0.92965,0.476416
2024-08-20 11:35:28,0.885718,-1.985568,1.067362
2024-08-20 11:35:28,1.751253,-1.197967,-0.866748
2024-08-20 11:35:28,-1.823204,0.211823,1.664059
2024-08-20 11:35:28,0.322272,1.094351,1.606792
2024-08-20 11:35:29,0.224858,-0.960244,0.829372
2024-08-20 11:35:29,-0.086196,-0.845433,-1.690123
2024-08-20 11:35:29,-1.168327,0.693496,1.527508
2024-08-20 11:35:29,-0.177066,1.362045,0.464692
2024-08-20 11:35:29,1.665011,-1.754732,-1.131355
2024-08-20 11:35:29,1.890485,-1.00964,-0.510692
2024-08-20 11:35:29,1.925217,-1.599765,-1.825512
2024-08-20 11:35:29,0.612405,0.629563,-0.633522
2024-08-20 11:35:29,0.129999,-1.235463,1.34627
2024-08-20 11:35:30,-0.736479,1.686039,1.848579
2024-08-20 11:35:30,-0.57237,1.755731,1.325999
2024-08-20 11:35:30,1.186558,-1.82892,1.589303
2024-08-20 11:35:30,0.741778,0.745686,0.737616
2024-08-20 11:35:30,-1.860174,-1.662508,0.549009
2024-08-20 11:35:30,0.453158,0.949332,0.628612
2024-08-20 11:35:30,1.266408,0.268216,1.784366
2024-08-20 11:35:30,0.513213,-0.045752,-1.799152
2024-08-20 11:35:30,-1.42115,-0.085382,0.057453
2024-08-20 11:35:30,-0.49558,-1.936943,-0.543089
2024-08-20 11:35:31,-0.444243,-0.560191,1.931511
2024-08-20 11:35:31,-0.448674,-0.54269,-1.303691
2024-08-20 11:35:31,-0.857602,-1.218266,-0.587753
2024-08-20 11:35:31,-0.745886,0.030319,0.253926
2024-08-20 11:35:31,-0.795262,-1.810097,0.93147
2024-08-20 11:35:31,-1.825693,-1.829688,0.647899
2024-08-20 11:35:31,-1.922797,-1.337482,1.417465
2024-08-20 11:35:31,1.693926,-0.901548,-1.045064
2024-08-20 11:35:31,-0.382728,0.017171,1.913653
2024-08-20 11:35:32,0.755124,0.542912,-1.014515
2024-08-20 11:35:32,-1.393787,-0.722496,0.943046
2024-08-20 11:35:32,0.682082,-1.502429,1.468644
2024-08-20 11:35:32,-0.058511,1.170657,1.384799
2024-08-20 11:35:32,0.140192,0.878364,-0.008047
2024-08-20 11:35:32,-1.909241,1.96464,-1.239156
2024-08-20 11:35:32,-1.05075,1.909351,-0.052534
2024-08-20 11:35:32,1.256459,-1.353098,0.213874
2024-08-20 11:35:32,0.934632,-0.098716,0.958458
2024-08-20 11:35:32,1.712719,-0.922937,0.415886
2024-08-20 11:35:33,0.622552,-0.588051,-1.874746
2024-08-20 11:35:33,0.250704,-1.556339,-1.988338
2024-08-20 11:35:33,-0.475944,-0.484862,0.777801
2024-08-20 11:35:33,-1.195462,-0.288616,0.924472
2024-08-20 11:35:33,0.255464,0.23651,0.957731
2024-08-20 11:35:33,0.942721,1.384502,1.46894
2024-08-20 11:35:33,0.400985,-1.481722,0.880697
2024-08-20 11:35:33,1.986383,-0.650437,-0.566898
2024-08-20 11:35:33,1.070654,0.621007,1.190601
2024-08-20 11:35:34,0.794185,0.56807,-1.233908
2024-08-20 11:35:34,-1.551641,0.707344,-1.26595
2024-08-20 11:35:34,0.906741,1.671358,1.434405
2024-08-20 11:35:34,-0.160025,-0.946669,-0.884257
2024-08-20 11:35:34,0.109084,-0.819841,-0.478374
2024-08-20 11:35:34,-0.726892,-1.804948,0.681407
2024-08-20 11:35:34,1.626018,1.317785,-1.122414
2024-08-20 11:35:34,-0.474034,-1.755603,-1.056773
2024-08-20 11:35:34,1.974527,1.37339,1.146416
2024-08-20 11:35:34,-1.697169,0.68833,1.969299
2024-08-20 11:35:35,-1.991135,-0.65709,1.227926
2024-08-20 11:35:35,-0.665951,1.264407,1.40295
2024-08-20 11:35:35,0.325676,-0.013507,-1.627829
2024-08-20 11:35:35,0.469525,-1.992485,0.527936
2024-08-20 11:35:35,0.432148,1.42489,-1.012579
2024-08-20 11:35:35,1.236909,0.044083,1.06657
2024-08-20 11:35:35,-0.146358,0.207695,1.513732
2024-08-20 11:35:35,-0.672465,1.802553,1.178412
2024-08-20 11:35:35,1.493535,1.231631,1.316574
2024-08-20 11:35:35,0.348434,-0.379345,-0.237667
2024-08-20 11:35:36,-0.974141,1.006107,0.969746
2024-08-20 11:35:36,0.279202,0.955133,-1.918611
2024-08-20 11:35:36,-1.472059,-1.241119,1.222538
2024-08-20 11:35:36,1.775591,-0.326762,0.523631
2024-08-20 11:35:36,0.285667,-1.052498,-1.722192
2024-08-20 11:35:36,1.218327,0.894265,-1.780967
2024-08-20 11:35:36,0.618336,-1.713721,0.20451
2024-08-20 11:35:36,-0.374385,-1.455572,0.700484
2024-08-20 11:35:36,1.782839,0.645777,-1.052251
2024-08-20 11:35:37,-0.216421,1.015275,1.420105
2024-08-20 11:35:37,-1.626248,0.107085,-0.623656
2024-08-20 11:35:37,-0.565895,-0.022465,0.603465
2024-08-20 11:35:37,-1.863565,-1.835526,-1.863196
2024-08-20 11:35:37,-1.466701,-0.808792,-0.413396
2024-08-20 11:35:37,-1.340271,-1.315915,1.318586
2024-08-20 11:35:37,0.489631,0.889452,-1.886722
2024-08-20 11:35:37,1.957164,-0.639585,1.23409
2024-08-20 11:35:37,-1.860118,-0.27652,0.400553
2024-08-20 11:35:37,1.886255,0.912109,0.817762
2024-08-20 11:35:38,1.246729,1.665533,-1.859649
2024-08-20 11:35:38,0.639817,-1.76022,1.668723
2024-08-20 11:35:38,-0.503309,1.369059,-1.681708
2024-08-20 11:35:38,-0.89369,0.940269,-0.013958
2024-08-20 11:35:38,-1.054985,-0.470702,-1.873785
2024-08-20 11:35:38,-0.603172,-1.768671,1.700231
2024-08-20 11:35:38,0.430059,-0.920704,1.571358
2024-08-20 11:35:38,-1.708775,0.333927,0.049801
2024-08-20 11:35:38,1.086058,-1.687383,0.857368
2024-08-20 11:35:39,1.268217,-0.600663,-0.935561
2024-08-20 11:35:39,0.103743,0.5255,1.410545
2024-08-20 11:35:39,1.38422,0.994077,1.985193
2024-08-20 11:35:39,1.423206,-1.590227,-1.409771
2024-08-20 11:35:39,1.159764,0.204516,-1.743834
2024-08-20 11:35:39,-1.150237,1.367859,-0.197861
2024-08-20 11:35:39,-0.094348,-0.753779,-0.488567
2024-08-20 11:35:39,-1.404054,-0.133521,0.782956
2024-08-20 11:35:39,0.77079,0.530352,1.298464
2024-08-20 11:35:39,-0.639552,-0.531891,-0.748208
2024-08-20 11:35:40,-1.099173,1.484953,-1.121684
2024-08-20 11:35:40,-1.263136,-1.256923,-1.215991
2024-08-20 11:35:40,-0.810535,0.609645,-1.828067
2024-08-20 11:35:40,0.612094,1.990854,-1.787559
2024-08-20 11:35:40,0.920269,-0.901447,-0.247734
2024-08-20 11:35:40,1.208928,-1.858477,0.206794
2024-08-20 11:35:40,-1.80732,-0.931613,-1.223961
2024-08-20 11:35:40,-1.432037,1.893666,-1.329827
2024-08-20 11:35:40,-1.801019,0.017759,0.633041
2024-08-20 11:35:40,-1.91018,0.888201,0.709993
2024-08-20 11:35:41,1.892912,-1.693745,-1.22848
2024-08-20 11:35:41,1.602573,0.035393,-1.363487
2024-08-20 11:35:41,0.780697,0.352003,1.823036
2024-08-20 11:35:41,-0.74036,1.974046,-1.690268
2024-08-20 11:35:41,0.262256,0.843842,0.525317
2024-08-20 11:35:41,0.156129,0.366596,1.791997
2024-08-20 11:35:41,0.490461,0.034267,-1.316799
2024-08-20 11:35:41,0.102403,1.793301,-0.955178
2024-08-20 11:35:41,-1.717746,-0.637299,0.415603
2024-08-20 11:35:42,-1.029331,-0.990682,-1.7507
2024-08-20 11:35:42,1.422991,-1.500918,1.334206
2024-08-20 11:35:42,-1.06438,0.18427,1.932253
2024-08-20 11:35:42,1.887531,0.269162,0.915983
2024-08-20 11:35:42,-0.802896,-0.914648,1.792025
2024-08-20 11:35:42,1.250909,-1.089281,-1.723308
2024-08-20 11:35:42,1.527223,-1.509769,1.9157
2024-08-20 11:35:42,-1.939618,1.193472,1.501377
2024-08-20 11:35:42,-0.3448,0.976132,1.846808
2024-08-20 11:35:42,0.831258,-0.716377,-1.222237
2024-08-20 11:35:43,1.976777,0.459092,-1.441409
2024-08-20 11:35:43,-0.406589,1.093106,-0.493699
2024-08-20 11:35:43,0.126354,-0.177077,0.855798
2024-08-20 11:35:43,1.378161,-1.656906,0.827197
2024-08-20 11:35:43,-1.666066,-1.696593,-1.861802
2024-08-20 11:35:43,-1.431139,-0.662259,0.93039
2024-08-20 11:35:43,1.448068,-1.177394,-0.252008
2024-08-20 11:35:43,0.929708,-0.853901,1.099619
2024-08-20 11:35:43,-0.126567,-1.211996,-1.494
2024-08-20 11:35:44,1.389201,-0.49271,-0.282692
2024-08-20 11:35:44,-1.387116,-1.467958,-0.649013
2024-08-20 11:35:44,1.792679,-1.614416,0.598593
2024-08-20 11:35:44,-0.796771,-1.039973,1.067627
2024-08-20 11:35:44,-1.183022,-1.759425,0.073387
2024-08-20 11:35:44,1.974167,1.131961,-0.174836
2024-08-20 11:35:44,-1.516864,1.737649,1.07158
2024-08-20 11:35:44,0.701007,1.20243,-0.552119
2024-08-20 11:35:44,0.098751,0.608872,1.788472
2024-08-20 11:35:44,1.58614,-0.88858,-0.27555
2024-08-20 11:35:45,0.801946,0.221579,0.518131
2024-08-20 11:35:45,0.504959,-1.208215,-1.922158
2024-08-20 11:35:45,-0.26756,-1.926927,-1.498049
2024-08-20 11:35:45,-0.87594,-0.417207,-1.282787
2024-08-20 11:35:45,-0.376481,-0.091415,0.755998
2024-08-20 11:35:45,1.033106,1.294503,-1.753365
2024-08-20 11:35:45,-0.703165,-1.987385,-1.084104
2024-08-20 11:35:45,-1.810476,0.934634,-0.684952
2024-08-20 11:35:45,0.170277,-1.802777,-1.621272
2024-08-20 11:35:45,0.47209,-0.619732,-0.814584
2024-08-20 11:35:46,-0.362869,-0.526168,1.220418
2024-08-20 11:35:46,-1.434002,1.688848,0.87837
2024-08-20 11:35:46,-1.3573,-1.698748,1.76145
2024-08-20 11:35:46,-0.277505,0.912469,0.289376
2024-08-20 11:35:46,0.851209,0.575798,1.689524
2024-08-20 11:35:46,1.052164,-0.516857,-0.669884
2024-08-20 11:35:46,-1.873028,-1.578813,0.417344
2024-08-20 11:35:46,-1.957418,0.497621,-1.844958
2024-08-20 11:35:46,0.566503,0.649716,0.6823
2024-08-20 11:35:47,-1.519227,1.822743,1.241002
2024-08-20 11:35:47,-0.27217,-1.744545,-0.78952
2024-08-20 11:35:47,-1.061119,-1.05056,1.144761
2024-08-20 11:35:47,0.717485,-0.831498,1.007482
2024-08-20 11:35:47,1.51827,-1.225105,0.153714
2024-08-20 11:35:47,-1.76539,-0.303074,-1.008603
2024-08-20 11:35:47,1.995846,-0.955473,-0.944512
2024-08-20 11:35:47,-1.776481,-0.955861,0.174616
2024-08-20 11:35:47,1.610392,-1.53607,1.475852
2024-08-20 11:35:47,-0.393065,1.91181,-0.951728
2024-08-20 11:35:48,0.065638,1.637833,1.158624
2024-08-20 11:35:48,1.633838,-1.868995,0.294423
2024-08-20 11:35:48,-0.979324,-1.594888,-1.016321
2024-08-20 11:35:48,-1.293932,1.274279,-0.008119
2024-08-20 11:35:48,-1.05401,1.045911,-1.32093
2024-08-20 11:35:48,1.559211,1.994751,-1.624914
2024-08-20 11:35:48,1.481889,0.006535,-0.150784
2024-08-20 11:35:48,-0.909581,-1.101796,0.178399
2024-08-20 11:35:48,-0.210251,0.214154,-1.43501
