Timestamp,Temperature (°C),Humidity (%)
2024-08-27 16:12:28,25.40,43.30
2024-08-27 16:12:30,25.40,43.20
2024-08-27 16:12:32,25.30,43.20
2024-08-27 16:12:34,25.30,43.20
2024-08-27 16:12:36,25.30,43.30
2024-08-27 16:12:38,25.30,43.40
2024-08-27 16:12:40,25.30,43.30
2024-08-27 16:12:42,25.30,43.30
2024-08-27 16:12:44,25.30,43.20
2024-08-27 16:12:46,25.30,44.30
2024-08-27 16:12:48,25.30,46.90
2024-08-27 16:12:50,25.30,48.30
2024-08-27 16:12:52,25.30,48.40
2024-08-27 16:12:54,25.30,47.70
2024-08-27 16:12:56,25.30,47.10
2024-08-27 16:12:58,25.30,46.60
2024-08-27 16:13:00,25.40,45.80
2024-08-27 16:13:02,25.40,45.80
2024-08-27 16:13:04,25.30,45.60
2024-08-27 16:13:06,25.40,45.60
2024-08-27 16:13:08,25.40,45.40
2024-08-27 16:13:10,25.30,45.40
2024-08-27 16:13:12,25.40,45.30
2024-08-27 16:13:14,25.40,45.10
2024-08-27 16:13:16,25.40,45.30
2024-08-27 16:13:18,25.40,45.10
2024-08-27 16:13:20,25.40,45.00
2024-08-27 16:13:22,25.40,44.70
2024-08-27 16:13:24,25.40,44.60
2024-08-27 16:13:26,25.40,44.40
2024-08-27 16:13:28,25.40,46.50
2024-08-27 16:13:30,25.40,49.00
2024-08-27 16:13:32,25.40,50.50
2024-08-27 16:13:34,25.40,50.50
2024-08-27 16:13:36,25.50,49.00
2024-08-27 16:13:38,25.40,47.90
2024-08-27 16:13:40,25.50,47.10
2024-08-27 16:13:42,25.40,46.30
2024-08-27 16:13:44,25.50,45.80
2024-08-27 16:13:46,25.50,45.40
2024-08-27 16:13:48,25.50,45.30
2024-08-27 16:13:50,25.50,45.00
2024-08-27 16:13:52,25.50,44.80
2024-08-27 16:13:54,25.60,44.60
2024-08-27 16:13:56,25.50,44.40
2024-08-27 16:13:58,25.60,44.20
2024-08-27 16:14:00,25.50,44.20
2024-08-27 16:14:02,25.50,44.10
2024-08-27 16:14:04,25.50,44.00
2024-08-27 16:14:06,25.50,43.80
2024-08-27 16:14:08,25.50,43.90
2024-08-27 16:14:10,25.50,43.70
2024-08-27 16:14:12,25.50,43.50
2024-08-27 16:14:14,25.50,43.50
2024-08-27 16:14:16,25.50,43.40
2024-08-27 16:14:18,25.50,43.40
2024-08-27 16:14:20,25.50,43.20
2024-08-27 16:14:22,25.40,43.30
2024-08-27 16:14:24,25.50,43.70
2024-08-27 16:14:26,25.50,45.40
2024-08-27 16:14:28,25.40,46.40
2024-08-27 16:14:30,25.50,46.70
2024-08-27 16:14:32,25.40,47.30
2024-08-27 16:14:34,25.40,46.90
2024-08-27 16:14:36,25.40,46.60
2024-08-27 16:14:38,25.50,46.20
2024-08-27 16:14:40,25.40,45.80
2024-08-27 16:14:42,25.40,45.30
2024-08-27 16:14:45,25.40,45.00
2024-08-27 16:14:47,25.40,44.70
2024-08-27 16:14:49,25.40,44.50
2024-08-27 16:14:51,25.40,44.40
2024-08-27 16:14:53,25.40,44.30
2024-08-27 16:14:55,25.40,44.20
2024-08-27 16:14:57,25.30,43.90
2024-08-27 16:14:59,25.40,43.90
2024-08-27 16:15:01,25.40,44.00
2024-08-27 16:15:03,25.40,43.90
2024-08-27 16:15:05,25.40,43.80
2024-08-27 16:15:07,25.40,43.90
2024-08-27 16:15:09,25.40,43.90
2024-08-27 16:15:11,25.40,43.80
2024-08-27 16:15:13,25.30,43.70
2024-08-27 16:15:15,25.30,43.70
2024-08-27 16:15:17,25.30,43.70
2024-08-27 16:15:19,25.30,43.90
2024-08-27 16:15:21,25.30,43.80
2024-08-27 16:15:23,25.30,43.80
2024-08-27 16:15:25,25.30,43.80
2024-08-27 16:15:27,25.30,43.70
2024-08-27 16:15:29,25.30,43.70
2024-08-27 16:15:31,25.30,43.50
2024-08-27 16:15:33,25.30,43.50
2024-08-27 16:15:35,25.30,43.60
2024-08-27 16:15:37,25.30,43.70
2024-08-27 16:15:39,25.30,43.60
2024-08-27 16:15:41,25.20,43.70
2024-08-27 16:15:43,25.20,43.70
2024-08-27 16:15:45,25.20,43.90
2024-08-27 16:15:47,25.20,44.10
2024-08-27 16:15:49,25.20,44.10
2024-08-27 16:15:51,25.20,43.90
2024-08-27 16:15:53,25.20,44.20
2024-08-27 16:15:55,25.20,43.90
2024-08-27 16:15:57,25.20,44.10
2024-08-27 16:15:59,25.20,43.90
2024-08-27 16:16:01,25.20,43.90
2024-08-27 16:16:03,25.20,43.80
2024-08-27 16:16:05,25.10,44.00
2024-08-27 16:16:07,25.20,43.80
2024-08-27 16:16:09,25.10,43.80
2024-08-27 16:16:11,25.10,43.80
2024-08-27 16:16:13,25.10,43.60
2024-08-27 16:16:15,25.10,43.60
2024-08-27 16:16:17,25.10,43.60
2024-08-27 16:16:19,25.10,43.60
2024-08-27 16:16:21,25.10,43.50
2024-08-27 16:16:23,25.10,43.50
2024-08-27 16:16:25,25.10,43.50
2024-08-27 16:16:27,25.10,43.50
2024-08-27 16:16:29,25.10,43.60
2024-08-27 16:16:31,25.10,43.70
2024-08-27 16:16:33,25.10,43.60
2024-08-27 16:16:35,25.00,43.70
2024-08-27 16:16:37,25.10,43.70
2024-08-27 16:16:39,25.00,43.70
2024-08-27 16:16:41,25.00,43.60
2024-08-27 16:16:43,25.10,43.50
2024-08-27 16:16:45,25.00,43.60
2024-08-27 16:16:47,25.00,43.60
2024-08-27 16:16:49,25.00,43.60
2024-08-27 16:16:51,25.00,43.70
2024-08-27 16:16:53,25.00,43.80
2024-08-27 16:16:55,25.00,43.50
2024-08-27 16:16:57,25.00,43.60
2024-08-27 16:16:59,25.00,43.60
2024-08-27 16:17:01,25.00,43.60
2024-08-27 16:17:03,25.00,43.70
2024-08-27 16:17:05,24.90,43.60
2024-08-27 16:17:07,25.00,43.50
2024-08-27 16:17:09,25.00,43.60
2024-08-27 16:17:11,24.90,43.80
2024-08-27 16:17:13,25.00,43.70
2024-08-27 16:17:15,25.00,43.70
2024-08-27 16:17:17,25.00,43.70
2024-08-27 16:17:19,25.00,43.80
2024-08-27 16:17:21,24.90,43.70
2024-08-27 16:17:23,24.90,43.70
2024-08-27 16:17:25,24.90,43.70
2024-08-27 16:17:27,24.90,43.60
2024-08-27 16:17:29,24.90,43.80
2024-08-27 16:17:31,24.90,43.80
2024-08-27 16:17:33,24.90,43.80
2024-08-27 16:17:35,24.90,43.80
2024-08-27 16:17:37,24.90,43.80
2024-08-27 16:17:39,24.90,43.80
2024-08-27 16:17:41,24.90,43.80
2024-08-27 16:17:43,24.90,43.60
2024-08-27 16:17:45,24.90,43.70
2024-08-27 16:17:47,24.90,43.90
2024-08-27 16:17:49,24.80,43.80
2024-08-27 16:17:51,24.80,43.80
2024-08-27 16:17:53,24.90,43.80
2024-08-27 16:17:55,24.90,43.80
2024-08-27 16:17:57,24.80,43.90
2024-08-27 16:17:59,24.80,43.80
2024-08-27 16:18:01,24.90,43.70
2024-08-27 16:18:03,24.90,43.90
2024-08-27 16:18:05,24.80,43.90
2024-08-27 16:18:07,24.80,44.00
2024-08-27 16:18:09,24.80,43.90
2024-08-27 16:18:11,24.80,43.70
2024-08-27 16:18:13,24.80,44.00
2024-08-27 16:18:15,24.80,43.90
2024-08-27 16:18:17,24.80,43.90
2024-08-27 16:18:19,24.80,43.90
2024-08-27 16:18:21,24.80,43.80
2024-08-27 16:18:23,24.80,43.90
2024-08-27 16:18:25,24.80,44.90
2024-08-27 16:18:27,24.80,44.80
2024-08-27 16:18:29,24.80,44.50
2024-08-27 16:18:31,24.80,44.30
2024-08-27 16:18:33,24.80,44.30
2024-08-27 16:18:35,24.80,44.20
2024-08-27 16:18:37,24.80,43.90
2024-08-27 16:18:39,24.90,44.10
2024-08-27 16:18:41,24.80,43.90
2024-08-27 16:18:43,24.90,43.90
2024-08-27 16:18:45,24.90,43.70
2024-08-27 16:18:47,24.80,43.70
2024-08-27 16:18:49,24.90,43.80
2024-08-27 16:18:51,24.90,43.70
2024-08-27 16:18:53,24.90,43.80
2024-08-27 16:18:55,24.90,43.70
2024-08-27 16:18:57,24.90,43.80
2024-08-27 16:18:59,24.90,43.70
2024-08-27 16:19:01,24.90,43.60
2024-08-27 16:19:03,24.90,43.50
2024-08-27 16:19:05,24.90,43.60
2024-08-27 16:19:07,24.90,43.60
2024-08-27 16:19:09,24.90,43.60
2024-08-27 16:19:11,24.90,43.60
2024-08-27 16:19:13,24.90,43.70
2024-08-27 16:19:15,24.90,43.50
2024-08-27 16:19:17,24.90,43.50
2024-08-27 16:19:19,24.90,43.50
2024-08-27 16:19:21,24.90,43.60
2024-08-27 16:19:23,24.90,43.40
2024-08-27 16:19:25,24.90,43.60
2024-08-27 16:19:27,24.90,43.50
2024-08-27 16:19:29,24.90,43.50
2024-08-27 16:19:31,24.90,43.40
2024-08-27 16:19:33,24.90,43.30
2024-08-27 16:19:35,24.90,43.60
2024-08-27 16:19:37,24.90,43.50
2024-08-27 16:19:39,24.90,43.60
2024-08-27 16:19:41,24.90,43.60
2024-08-27 16:19:43,24.90,43.40
2024-08-27 16:19:45,24.90,43.40
2024-08-27 16:19:47,24.90,43.40
2024-08-27 16:19:49,24.90,43.50
2024-08-27 16:19:51,24.90,43.60
2024-08-27 16:19:53,24.90,43.60
2024-08-27 16:19:55,24.90,43.70
2024-08-27 16:19:58,24.90,43.70
2024-08-27 16:20:00,24.90,43.60
2024-08-27 16:20:02,24.90,43.60
2024-08-27 16:20:04,24.80,43.90
2024-08-27 16:20:06,24.80,43.80
2024-08-27 16:20:08,24.80,43.60
2024-08-27 16:20:10,24.80,43.70
2024-08-27 16:20:12,24.90,43.60
2024-08-27 16:20:14,24.80,43.50
2024-08-27 16:20:16,24.90,43.50
2024-08-27 16:20:18,24.90,43.40
2024-08-27 16:20:20,24.80,43.50
2024-08-27 16:20:22,24.80,43.70
2024-08-27 16:20:24,24.90,43.80
2024-08-27 16:20:26,24.90,43.70
2024-08-27 16:20:28,24.90,43.80
2024-08-27 16:20:30,24.80,43.60
2024-08-27 16:20:32,24.90,43.80
2024-08-27 16:20:34,24.90,43.80
2024-08-27 16:20:36,24.80,43.60
2024-08-27 16:20:38,24.80,43.70
2024-08-27 16:20:40,24.90,43.80
2024-08-27 16:20:42,24.80,43.70
2024-08-27 16:20:44,24.80,43.70
2024-08-27 16:20:46,24.80,43.70
2024-08-27 16:20:48,24.80,43.70
2024-08-27 16:20:50,24.80,43.50
2024-08-27 16:20:52,24.80,43.80
2024-08-27 16:20:54,24.80,43.70
2024-08-27 16:20:56,24.80,43.70
2024-08-27 16:20:58,24.80,43.80
2024-08-27 16:21:00,24.80,45.00
2024-08-27 16:21:02,24.80,46.30
2024-08-27 16:21:04,24.80,46.40
2024-08-27 16:21:06,24.80,46.30
2024-08-27 16:21:08,24.80,46.10
2024-08-27 16:21:10,24.80,45.80
2024-08-27 16:21:12,24.80,45.50
2024-08-27 16:21:14,24.80,45.10
2024-08-27 16:21:16,24.70,44.80
2024-08-27 16:21:18,24.80,44.60
2024-08-27 16:21:20,24.80,44.40
2024-08-27 16:21:22,24.70,44.40
2024-08-27 16:21:24,24.70,44.40
2024-08-27 16:21:26,24.80,44.30
2024-08-27 16:21:28,24.70,44.20
2024-08-27 16:21:30,24.70,44.20
2024-08-27 16:21:32,24.70,44.30
2024-08-27 16:21:34,24.70,44.20
2024-08-27 16:21:36,24.70,44.20
2024-08-27 16:21:38,24.80,44.20
2024-08-27 16:21:40,24.80,44.20
2024-08-27 16:21:42,24.80,44.20
2024-08-27 16:21:44,24.80,44.00
2024-08-27 16:21:46,24.70,44.20
2024-08-27 16:21:48,24.70,43.90
2024-08-27 16:21:50,24.70,44.00
2024-08-27 16:21:52,24.80,44.10
2024-08-27 16:21:54,24.70,44.00
2024-08-27 16:21:56,24.70,44.00
2024-08-27 16:21:58,24.80,44.10
2024-08-27 16:22:00,24.70,44.00
2024-08-27 16:22:02,24.70,43.90
2024-08-27 16:22:04,24.80,44.00
2024-08-27 16:22:06,24.70,44.00
2024-08-27 16:22:08,24.70,43.90
2024-08-27 16:22:10,24.70,44.00
2024-08-27 16:22:12,24.70,44.10
2024-08-27 16:22:14,24.70,43.90
2024-08-27 16:22:16,24.70,43.90
2024-08-27 16:22:18,24.70,43.90
2024-08-27 16:22:20,24.70,43.90
2024-08-27 16:22:22,24.70,43.80
2024-08-27 16:22:24,24.70,44.00
2024-08-27 16:22:26,24.70,43.90
2024-08-27 16:22:28,24.70,44.10
2024-08-27 16:22:30,24.70,43.90
2024-08-27 16:22:32,24.70,44.10
2024-08-27 16:22:34,24.70,43.90
2024-08-27 16:22:36,24.70,44.00
2024-08-27 16:22:38,24.70,43.90
2024-08-27 16:22:40,24.70,43.90
2024-08-27 16:22:42,24.70,44.10
2024-08-27 16:22:44,24.70,44.00
2024-08-27 16:22:46,24.70,44.00
2024-08-27 16:22:48,24.70,44.10
2024-08-27 16:22:50,24.70,43.90
2024-08-27 16:22:52,24.70,43.90
2024-08-27 16:22:54,24.70,44.00
2024-08-27 16:22:56,24.70,43.90
2024-08-27 16:22:58,24.70,43.90
2024-08-27 16:23:00,24.70,44.00
2024-08-27 16:23:02,24.70,44.00
2024-08-27 16:23:04,24.70,43.90
2024-08-27 16:23:06,24.60,44.00
2024-08-27 16:23:08,24.70,44.50
2024-08-27 16:23:10,24.70,44.40
2024-08-27 16:23:12,24.70,44.30
2024-08-27 16:23:14,24.70,44.20
2024-08-27 16:23:16,24.70,44.30
2024-08-27 16:23:18,24.70,44.10
2024-08-27 16:23:20,24.70,43.90
2024-08-27 16:23:22,24.70,44.00
2024-08-27 16:23:24,24.60,43.90
2024-08-27 16:23:26,24.70,44.20
2024-08-27 16:23:28,24.70,44.00
2024-08-27 16:23:30,24.70,43.90
2024-08-27 16:23:32,24.70,43.80
2024-08-27 16:23:34,24.70,44.80
2024-08-27 16:23:36,24.70,44.80
2024-08-27 16:23:38,24.70,44.80
2024-08-27 16:23:40,24.70,44.70
2024-08-27 16:23:42,24.70,44.50
2024-08-27 16:23:44,24.70,44.20
2024-08-27 16:23:46,24.70,44.30
2024-08-27 16:23:48,24.70,44.20
2024-08-27 16:23:50,24.70,44.30
2024-08-27 16:23:52,24.70,44.10
2024-08-27 16:23:54,24.70,44.10
2024-08-27 16:23:56,24.70,44.20
2024-08-27 16:23:58,24.70,44.00
2024-08-27 16:24:00,24.70,44.10
2024-08-27 16:24:02,24.70,44.00
2024-08-27 16:24:04,24.80,44.00
2024-08-27 16:24:06,24.70,44.00
2024-08-27 16:24:08,24.70,44.00
2024-08-27 16:24:10,24.70,44.00
2024-08-27 16:24:12,24.70,44.00
2024-08-27 16:24:14,24.70,43.80
2024-08-27 16:24:16,24.70,44.10
2024-08-27 16:24:18,24.70,43.80
2024-08-27 16:24:20,24.70,44.00
2024-08-27 16:24:22,24.70,43.70
2024-08-27 16:24:24,24.70,44.20
2024-08-27 16:24:26,24.70,44.30
2024-08-27 16:24:28,24.70,44.50
2024-08-27 16:24:30,24.80,44.30
2024-08-27 16:24:32,24.70,44.20
2024-08-27 16:24:34,24.70,44.00
2024-08-27 16:24:36,24.80,44.00
2024-08-27 16:24:38,24.70,44.00
2024-08-27 16:24:40,24.70,43.90
2024-08-27 16:24:44,24.70,43.90
2024-08-27 16:24:46,24.70,43.80
2024-08-27 16:24:48,24.80,44.00
2024-08-27 16:24:50,24.80,44.50
2024-08-27 16:24:52,24.70,44.40
2024-08-27 16:24:54,24.80,44.10
2024-08-27 16:24:56,24.80,44.20
2024-08-27 16:24:58,24.80,44.00
2024-08-27 16:25:00,24.80,43.90
2024-08-27 16:25:02,24.80,43.90
2024-08-27 16:25:04,24.80,43.90
2024-08-27 16:25:06,24.80,43.80
2024-08-27 16:25:08,24.80,43.70
2024-08-27 16:25:10,24.80,43.90
2024-08-27 16:25:13,24.80,43.80
2024-08-27 16:25:15,24.80,43.80
2024-08-27 16:25:17,24.80,43.70
2024-08-27 16:25:19,24.90,43.70
2024-08-27 16:25:21,24.80,43.80
2024-08-27 16:25:23,24.80,43.70
2024-08-27 16:25:25,24.80,43.60
2024-08-27 16:25:27,24.80,43.50
2024-08-27 16:25:29,24.80,43.40
2024-08-27 16:25:31,24.80,43.70
2024-08-27 16:25:33,24.80,43.70
2024-08-27 16:25:35,24.80,43.60
2024-08-27 16:25:37,24.80,43.80
2024-08-27 16:25:39,24.80,43.60
2024-08-27 16:25:41,24.80,43.60
2024-08-27 16:25:43,24.80,43.50
2024-08-27 16:25:45,24.80,43.60
2024-08-27 16:25:47,24.80,43.70
2024-08-27 16:25:49,24.80,43.50
2024-08-27 16:25:51,24.80,43.50
2024-08-27 16:25:53,24.80,43.70
2024-08-27 16:25:55,24.80,43.60
2024-08-27 16:25:57,24.80,43.90
2024-08-27 16:25:59,24.80,43.80
2024-08-27 16:26:01,24.80,43.90
2024-08-27 16:26:03,24.90,43.70
2024-08-27 16:26:05,24.90,43.60
2024-08-27 16:26:07,24.80,43.60
2024-08-27 16:26:09,24.80,43.70
2024-08-27 16:26:11,24.90,43.70
2024-08-27 16:26:13,24.80,43.70
2024-08-27 16:26:15,24.80,43.60
2024-08-27 16:26:17,24.80,43.50
2024-08-27 16:26:19,24.80,43.60
2024-08-27 16:26:21,24.80,43.30
2024-08-27 16:26:23,24.80,43.50
2024-08-27 16:26:25,24.90,43.50
2024-08-27 16:26:27,24.80,43.50
2024-08-27 16:26:29,24.90,43.50
2024-08-27 16:26:31,24.80,43.70
2024-08-27 16:26:33,24.90,43.70
2024-08-27 16:26:35,24.90,43.70
2024-08-27 16:26:37,24.90,43.60
2024-08-27 16:26:39,24.80,43.60
2024-08-27 16:26:41,24.90,43.70
2024-08-27 16:26:43,24.80,43.90
2024-08-27 16:26:45,24.80,43.70
2024-08-27 16:26:47,24.80,43.80
2024-08-27 16:26:49,24.80,43.80
2024-08-27 16:26:51,24.80,43.80
2024-08-27 16:26:53,24.80,43.70
2024-08-27 16:26:55,24.80,43.80
2024-08-27 16:26:57,24.80,43.90
2024-08-27 16:26:59,24.90,43.50
2024-08-27 16:27:01,24.80,43.70
2024-08-27 16:27:03,24.80,43.60
2024-08-27 16:27:05,24.80,43.50
2024-08-27 16:27:07,24.80,43.60
2024-08-27 16:27:09,24.80,43.50
2024-08-27 16:27:11,24.80,43.60
2024-08-27 16:27:13,24.80,43.60
2024-08-27 16:27:15,24.80,43.40
2024-08-27 16:27:17,24.80,43.50
2024-08-27 16:27:19,24.80,43.40
2024-08-27 16:27:21,24.80,43.60
2024-08-27 16:27:23,24.80,43.40
2024-08-27 16:27:25,24.80,43.30
2024-08-27 16:27:27,24.80,43.50
2024-08-27 16:27:29,24.80,43.40
2024-08-27 16:27:31,24.80,43.50
2024-08-27 16:27:33,24.80,43.40
2024-08-27 16:27:35,24.80,43.50
2024-08-27 16:27:37,24.80,43.30
2024-08-27 16:27:39,24.80,43.50
2024-08-27 16:27:41,24.80,43.50
2024-08-27 16:27:43,24.80,43.50
2024-08-27 16:27:45,24.80,43.50
2024-08-27 16:27:47,24.80,43.40
2024-08-27 16:27:49,24.80,43.70
2024-08-27 16:27:51,24.80,43.60
2024-08-27 16:27:53,24.80,43.40
2024-08-27 16:27:55,24.80,43.30
2024-08-27 16:27:57,24.70,43.30
2024-08-27 16:27:59,24.80,43.30
2024-08-27 16:28:01,24.80,43.30
2024-08-27 16:28:03,24.70,43.40
2024-08-27 16:28:05,24.70,43.40
2024-08-27 16:28:07,24.80,43.30
2024-08-27 16:28:09,24.70,43.50
2024-08-27 16:28:11,24.70,43.40
2024-08-27 16:28:13,24.70,43.30
2024-08-27 16:28:15,24.80,43.60
2024-08-27 16:28:17,24.70,43.40
2024-08-27 16:28:19,24.70,43.60
2024-08-27 16:28:21,24.70,44.00
2024-08-27 16:28:23,24.70,44.40
2024-08-27 16:28:25,24.70,44.40
2024-08-27 16:28:27,24.70,44.20
2024-08-27 16:28:29,24.70,44.10
2024-08-27 16:28:31,24.70,44.20
2024-08-27 16:28:33,24.70,44.00
2024-08-27 16:28:35,24.70,43.90
2024-08-27 16:28:37,24.70,43.80
2024-08-27 16:28:39,24.70,43.80
2024-08-27 16:28:41,24.70,43.80
2024-08-27 16:28:43,24.70,43.60
2024-08-27 16:28:45,24.70,43.70
2024-08-27 16:28:47,24.70,43.70
2024-08-27 16:28:49,24.70,43.60
2024-08-27 16:28:51,24.70,43.70
2024-08-27 16:28:53,24.70,43.70
2024-08-27 16:28:55,24.70,43.70
2024-08-27 16:28:57,24.70,43.60
2024-08-27 16:28:59,24.70,43.70
2024-08-27 16:29:01,24.70,43.70
2024-08-27 16:29:03,24.70,43.70
2024-08-27 16:29:05,24.70,43.50
2024-08-27 16:29:07,24.70,43.60
2024-08-27 16:29:09,24.70,43.60
2024-08-27 16:29:11,24.70,43.70
2024-08-27 16:29:13,24.70,43.70
2024-08-27 16:29:15,24.70,43.50
2024-08-27 16:29:17,24.70,43.60
2024-08-27 16:29:19,24.70,43.80
2024-08-27 16:29:21,24.70,43.80
2024-08-27 16:29:23,24.70,43.90
2024-08-27 16:29:25,24.70,43.80
2024-08-27 16:29:27,24.70,43.90
2024-08-27 16:29:29,24.70,43.80
2024-08-27 16:29:31,24.70,43.80
2024-08-27 16:29:33,24.70,44.00
2024-08-27 16:29:35,24.70,43.80
2024-08-27 16:29:37,24.70,43.80
2024-08-27 16:29:39,24.70,43.80
2024-08-27 16:29:41,24.70,43.60
2024-08-27 16:29:43,24.70,43.90
2024-08-27 16:29:45,24.70,43.80
2024-08-27 16:29:47,24.70,43.70
2024-08-27 16:29:49,24.70,43.80
2024-08-27 16:29:51,24.70,43.80
2024-08-27 16:29:53,24.70,43.60
2024-08-27 16:29:55,24.70,43.70
2024-08-27 16:29:57,24.70,43.80
2024-08-27 16:29:59,24.70,43.70
2024-08-27 16:30:01,24.60,43.90
2024-08-27 16:30:03,24.70,43.80
2024-08-27 16:30:05,24.70,43.80
2024-08-27 16:30:07,24.60,43.70
2024-08-27 16:30:09,24.70,43.70
2024-08-27 16:30:12,24.70,43.50
2024-08-27 16:30:14,24.60,43.80
2024-08-27 16:30:16,24.60,43.90
2024-08-27 16:30:18,24.70,43.60
2024-08-27 16:30:20,24.70,43.60
2024-08-27 16:30:22,24.60,43.50
2024-08-27 16:30:24,24.70,43.70
2024-08-27 16:30:26,24.70,43.80
2024-08-27 16:30:28,24.70,43.80
2024-08-27 16:30:30,24.70,43.60
2024-08-27 16:30:32,24.70,43.70
2024-08-27 16:30:34,24.70,43.70
2024-08-27 16:30:36,24.70,43.60
2024-08-27 16:30:38,24.70,43.60
2024-08-27 16:30:40,24.70,43.60
2024-08-27 16:30:42,24.60,43.50
2024-08-27 16:30:44,24.70,43.70
2024-08-27 16:30:46,24.60,43.70
2024-08-27 16:30:48,24.70,43.70
2024-08-27 16:30:50,24.70,43.60
2024-08-27 16:30:52,24.70,43.70
2024-08-27 16:30:54,24.60,43.70
2024-08-27 16:30:56,24.70,43.70
2024-08-27 16:30:58,24.70,43.70
2024-08-27 16:31:00,24.60,43.60
2024-08-27 16:31:02,24.60,44.00
2024-08-27 16:31:04,24.60,44.30
2024-08-27 16:31:06,24.60,44.20
2024-08-27 16:31:08,24.70,44.30
2024-08-27 16:31:10,24.70,44.00
2024-08-27 16:31:12,24.70,44.20
2024-08-27 16:31:14,24.70,44.10
2024-08-27 16:31:16,24.70,44.00
2024-08-27 16:31:18,24.70,44.70
2024-08-27 16:31:20,24.70,45.00
2024-08-27 16:31:22,24.70,45.00
2024-08-27 16:31:24,24.70,45.00
2024-08-27 16:31:26,24.60,44.60
2024-08-27 16:31:28,24.70,44.70
2024-08-27 16:31:30,24.70,44.50
2024-08-27 16:31:32,24.70,44.50
2024-08-27 16:31:34,24.70,44.20
2024-08-27 16:31:36,24.70,44.30
2024-08-27 16:31:38,24.70,44.10
2024-08-27 16:31:40,24.70,44.20
2024-08-27 16:31:42,24.60,43.90
2024-08-27 16:31:44,24.70,44.00
2024-08-27 16:31:46,24.60,44.10
2024-08-27 16:31:48,24.60,44.10
2024-08-27 16:31:50,24.70,44.00
2024-08-27 16:31:52,24.70,44.00
2024-08-27 16:31:54,24.60,43.90
2024-08-27 16:31:56,24.70,44.10
2024-08-27 16:31:58,24.70,43.90
2024-08-27 16:32:00,24.60,43.90
2024-08-27 16:32:02,24.60,43.80
2024-08-27 16:32:04,24.60,43.80
2024-08-27 16:32:06,24.60,43.90
2024-08-27 16:32:08,24.60,44.00
2024-08-27 16:32:10,24.60,43.90
2024-08-27 16:32:12,24.60,43.70
2024-08-27 16:32:14,24.60,43.70
2024-08-27 16:32:16,24.60,43.90
2024-08-27 16:32:18,24.60,43.70
2024-08-27 16:32:20,24.60,43.70
2024-08-27 16:32:22,24.60,43.80
2024-08-27 16:32:24,24.60,43.80
2024-08-27 16:32:26,24.60,43.80
2024-08-27 16:32:28,24.60,43.70
2024-08-27 16:32:30,24.60,43.80
2024-08-27 16:32:32,24.60,43.70
2024-08-27 16:32:34,24.60,43.60
2024-08-27 16:32:36,24.60,43.70
2024-08-27 16:32:38,24.60,43.60
